"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"11","Burundi","BDI",22.8,9.44,0.480634920634923,4.29904534327512,-100,56.6242217124667,0,3.77494811416445,NA,NA,NA,NA,20210629,NA,17.19,NA,37.5,NA,14.29,NA,NA,9.66307692307692,6.25,6.5,NA,"2.7","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.8 %","Low","NO DATA",NA,"7.3 %","High","Fully open","Low","755,517","Medium","NO DATA",NA,"Public officials urging caution about COVID-19","Medium","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","4.65%","Medium","0.7","Low","0.0","Low","3.4","Medium","No hotspot","Low","High","High",10,0,0
"12","Belgium","BEL",61,1.8,0.646087028050672,6.77033200025279,-47.1492816612339,-46.1827003750114,0,0,NA,NA,NA,NA,20210629,NA,59.38,NA,75,NA,57.14,NA,NA,3.17230769230769,2.5,2.8,NA,"70.7","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","4.0 %","Low","6.8 %","Medium","0.4 %","Low","Partially open","Medium","NO DATA",NA,"-22.22%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"1.3","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",2,0,0
"13","Benin","BEN",28.8,8.24,0.348861309523812,2.3307998372668,16.6666666666667,-39.6425585284281,1.11111111111111,0,NA,NA,NA,NA,20210629,NA,39.9,NA,50,NA,38.45,NA,NA,6.16923076923077,5,5.8,NA,"0.5","Low","-999","High","Total border closure","Low","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","5.0 %","Low","NO DATA",NA,"3.0 %","Low","Fully open","Low","281,637","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","-53.85%","Low","2.0","Low","0.0","Low","0.2","Low","No hotspot","Low","NO CRISIS","Low",9.5,0,0
"14","Burkina Faso","BFA",30.1,7.98,0.393944047619048,3.0041812214931,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,35.42,NA,50,NA,33.33,NA,NA,6.85846153846154,5,6.3,NA,"0.1","Low","-999","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","4.3 %","Low","NO DATA",NA,"1.9 %","Low","Fully open","Low","2,076,322","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","64.06%","High","2.3","Medium","0.0","Low","5.4","Medium","No hotspot","Low","High","High",10,10,0
"15","Bangladesh","BGD",35,7,0.661959563411487,7.00741320436838,97.2875816993464,110.727523209345,6.48583877995643,7.38183488062298,NA,NA,NA,NA,20210629,NA,63.96,NA,0,NA,73.1,NA,NA,2.46769230769231,10,5.2,NA,"24.7","Medium","86","Low","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","5.0 %","Low","NO DATA",NA,"5.6 %","High","Fully open","Low","NO DATA",NA,"103.51%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","-3.70%","Medium","9.2","High","5.0","Medium","4.4","Medium","No hotspot","Low","High","High",8,0,0
"16","Bulgaria","BGR",45.6,4.88,0.687874775842601,7.39449753767835,-53.8930245381858,-39.8218478754533,0,0,NA,NA,NA,NA,20210629,NA,57.81,NA,62.5,NA,57.14,NA,NA,3.41384615384615,3.75,3.7,NA,"22.4","Medium","63","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","4.4 %","Low","5.2 %","Medium","1.2 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","-100.00%","Low","4.9","Medium","0.0","Low","1.0","Low","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"17","Bahrain","BHR",39.4,6.12,0.999374637551238,10,-54.4593125511532,-67.4831672276571,0,0,NA,NA,NA,NA,20210629,NA,72.71,NA,87.5,NA,70.6,NA,NA,1.12153846153846,1.25,3.9,NA,"694.3","High","80","Medium","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-5.4 %","High","5.0 %","Medium","1.5 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"18","Bahamas","BHS",30.6,7.88,0.329463794325274,2.04106753202506,-41.6666666666667,-30.5555960131471,0,0,NA,NA,NA,NA,20210629,NA,66.93,NA,50,NA,69.35,NA,NA,2.01076923076923,5,3.9,NA,"110.4","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","NO DATA",NA,"NO DATA",NA,"-16.3 %","High","24.0 %","High","2.0 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.1","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"19","Bosnia and Herzegovina","BIH",42.8,5.44,0.730910163180973,8.03729852805764,-80.8757776224027,-45.4301628458932,0,0,NA,NA,NA,NA,20210629,NA,44.9,NA,50,NA,44.17,NA,NA,5.4,5,4.1,NA,"12.3","Low","80","Medium","Screening","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-5.5 %","High","19.0 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","No contact tracing","High","NO DATA",NA,"4.7","Medium","0.0","Low","1.4","Low","NO DATA",NA,"NO CRISIS","Low",5.25,0,0
"20","Belarus","BLR",35.3,6.94,0.539923674241733,5.18461584452701,0.233361336693736,-20.3038787624542,0.0155574224462498,0,NA,NA,NA,NA,20210629,NA,41.61,NA,0,NA,47.56,NA,NA,5.90615384615385,10,3.8,NA,"113.6","Medium","80","Medium","Total border closure","Low","No measures","High","No measures","High","No income support","High","0","High","-0.9 %","Medium","4.5 %","Low","5.5 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","0.00%","Medium","0.0","Low","0.0","Low","2.1","Medium","NO DATA",NA,"NO CRISIS","Low",4.5,0,0
"21","Belize","BLZ",31.8,7.64,0.313350869155196,1.80039572917135,16.6666666666667,41.3044247802181,1.11111111111111,2.75362831868121,NA,NA,NA,NA,20210629,NA,71.98,NA,75,NA,71.55,NA,NA,1.23384615384615,2.5,3.8,NA,"35.2","Medium","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","1.9 %","Low","23.2 %","High","0.1 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","266.67%","High","0.0","Low","0.1","Low","1.0","Low","NO DATA",NA,"NO CRISIS","Low",4.5,0,0
"22","Bolivia","BOL",35.8,6.84,0.66753194065354,7.09064539609458,-14.1543960734102,-32.6733229203393,0,0,NA,NA,NA,NA,20210629,NA,38.96,NA,75,NA,33.81,NA,NA,6.31384615384615,2.5,4.9,NA,"298.9","High","80","Medium","Screening","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","5.5 %","Low","4.0 %","Low","0.9 %","Low","Partially open","Medium","NO DATA",NA,"-4.35%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","4.1","Medium","No hotspot","Low","NO CRISIS","Low",7.25,0,0
"23","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"24","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"25","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"26","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"27","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"28","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"29","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"30","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"31","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-8.42119469641819,5.27716361770309,0,0.351810907846872,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"458.5","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"49.55%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-0.36%","Medium","4.3","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
