Country,H_HIS_Score_norm,H_Oxrollback_score_norm,H_Covidgrowth_deathsnorm,H_Covidgrowth_casesnorm,H_new_cases_smoothed_per_million_norm,H_new_deaths_smoothed_per_million_norm,H_GovernmentResponseIndexForDisplay_norm,H_INFORM_rating.Value_norm,H_wmo_don_alert,H_health_acaps,H_HIS_Score_raw,H_Oxrollback_score_raw,H_Covidgrowth_biweeklydeaths_raw,H_Covidgrowth_biweeklycases_raw,H_new_cases_smoothed_per_million_raw,H_new_deaths_smoothed_per_million_raw,H_GovernmentResponseIndexForDisplay_raw,H_INFORM_rating.Value_raw,H_wmo_don_alert_raw,H_health_acaps_raw
BDI,9.44,4.299045343275116,6.666666666674814e-4,6.666666666674814e-4,0.11148000000000025,0,9.663076923076924,10,0,0,22.8,0.480634920634923,0.01,0.01,2.787,0,17.19,6.5,0,0
BEL,1.8000000000000007,6.770332000252788,0,0,6.82236,2.662,2.5953846153846154,2,0,0,61,0.646087028050672,-40.94264972329385,-21.981056049372178,170.559,1.331,63.13,2.8,0,0
BEN,8.24,2.330799837266798,0,0,0.015560000000000684,0,6.618461538461539,9.5,0,0,28.8,0.348861309523812,-100,-61.006275825477395,0.389,0,36.98,5.8,0,0
BFA,7.9799999999999995,3.0041812214930994,0,0,0.0035600000000002296,0.013999999999999346,8.221538461538461,10,10,0,30.1,0.393944047619048,-69.13892078071183,-65.34348516442523,0.089,0.007,26.56,6.3,10,0
BGD,7,7.0074132043683814,0,0,0.3397199999999998,0.33999999999999986,1.218461538461538,8,0,0,35,0.661959563411487,-37.51724405930014,-18.450163423042152,8.493,0.17,72.08,5.2,0,0
BGR,4.88,7.3944975376783475,0,0,1.4506800000000002,7.812,3.7338461538461543,4.25,0,0,45.6,0.687874775842601,-49.72733519310723,-54.67101105023829,36.267,3.906,55.73,3.7,0,0
BHR,6.120000000000001,10,7.525395731010975,4.516414717239594,10,10,1.9230769230769234,4.75,0,0,39.4,0.999374637551238,112.88093596516462,67.7462207585939,1693.801,10.243,67.5,3.9,0,0
BHS,7.88,2.0410675320250613,0,0.8523008823006535,3.2840000000000007,2.9060000000000006,1.2092307692307696,4.75,0,0,30.6,0.329463794325274,-36.650118329507634,12.784513234509815,82.1,1.453,72.14,3.9,0,0
BIH,5.44,8.03729852805764,0,0,1.29584,8.534,4.92,5.249999999999999,0,0,42.8,0.730910163180973,-46.654247601876236,-52.647154499630076,32.396,4.267,48.02,4.1,0,0
BLR,6.94,5.1846158445270065,0.0480529489097421,1.6128526821967721,5.23516,2.0860000000000003,5.906153846153846,4.5,0,0,35.3,0.539923674241733,0.7207942336461299,24.192790232951587,130.879,1.043,41.61,3.8,0,0
BLZ,7.64,1.8003957291713544,6.666666666674814e-4,6.666666666674814e-4,0.4024000000000001,0,1.7953846153846147,4.5,0,0,31.8,0.313350869155196,0.01,0.01,10.06,0,68.33,3.8,0,0
BOL,6.840000000000001,7.090645396094583,7.488643381596103,3.833015206559182,10,10,6.313846153846153,7.250000000000001,0,0,35.8,0.66753194065354,112.32965072394154,57.49522809838773,261.568,7.575,38.96,4.9,0,0
BRA,2.0599999999999996,9.861401218623397,0,0.19680118507121236,10,10,NA,3.75,10,0,59.7,0.853033443960524,-10.228901021166994,2.9520177760681663,301.138,8.455,NA,3.5,10,0
BRB,7.620000000000001,2.50215775769688,0,0,0.6164400000000008,0,1.523076923076923,5,0,0,31.9,0.360333685250637,-46.15384615384616,-54.28184016785143,15.411,0,70.1,4,0,0
BRN,7.48,0,6.666666666674814e-4,6.666666666674814e-4,0.07835999999999999,0,5.28923076923077,2.75,0,0,32.6,0.192465557966572,0.01,0.01,1.959,0,45.62,3.1,0,0
BTN,5.940000000000001,0,6.666666666674814e-4,6.666666666674814e-4,1.1330799999999996,0,0.7215384615384615,5.5,0,0,40.3,0.0540043308892981,0.01,0.01,28.327,0,75.31,4.2,0,0
BWA,7.779999999999999,7.879098656886205,3.5898420386805876,4.186972141014356,5.226799999999999,5.71,4.5830769230769235,6.75,0,0,31.1,0.720318716007368,53.847630580208815,62.80458211521533,130.67,2.855,50.21,4.7,0,0
CAF,8.54,2.9286744992526,0,0,0.0863599999999991,0.0600000000000005,8.381538461538462,10,0,0,27.3,0.388888888888889,-69.23076923076923,-48.63961603375871,2.159,0.03,25.52,7.6,0,0
CAN,0,4.048465612555408,0,0,3.5216400000000005,2.2720000000000002,NA,0,0,0,75.3,0.463858661836217,-9.377905810709809,-43.21308900300077,88.041,1.136,NA,2,0,0
CHE,0.6000000000000014,4.132358072756036,0,0,3.9344800000000006,1.2539999999999996,3.316923076923077,0,0,0,67,0.469475243909889,-25.269679102247096,-30.5369510832517,98.362,0.627,58.44,1.9,0,0
CHL,2.3400000000000007,7.199160866455074,0,0.8882461356335938,10,9.566,0,2.5,0,0,58.3,0.674797027934152,-3.289949919487071,13.323692034503932,331.895,4.783,83.7,3,0,0
CHN,4.359999999999999,0,6.666666666674814e-4,6.666666666674814e-4,3.9999999999906777e-4,0,1.321538461538461,3.5,0,0,48.2,0.036349206349211,0.01,0.01,0.01,0,71.41,3.4,0,0
CIV,6.9,6.334380682773265,0,2.125510353465523,0.06760000000000055,0.03200000000000003,5.576923076923077,9,0,0,35.5,0.616900181593988,-28.205128205128204,31.882655301982847,1.69,0.016,43.75,5.6,0,0
CMR,7.12,3.086693339689843,10,1.4182446147786827,0.11904000000000003,0.8719999999999999,7.981538461538461,9.25,0,0,34.4,0.399468216093977,182.47787610619463,21.27366922168025,2.976,0.436,28.12,5.7,0,0
COD,8.7,8.27628121507556,0,1.7172225015362272,0.033319999999999794,0.006000000000000227,8.221538461538461,10,10,0,26.5,0.746910002411016,-28.205128205128204,25.7583375230434,0.833,0.003,26.56,6.8,10,0
COG,9.28,2.9286744992526,2.3052166224580004,0,0.1884800000000002,0.15600000000000058,4.695384615384616,9.25,0,0,23.6,0.388888888888889,34.578249336870016,-48.98794831582165,4.712,0.078,49.48,5.7,0,0
COL,5.159999999999999,4.7359158649934034,0.41710147620460525,0.8321881685914949,10,10,1.2338461538461534,5.75,0,0,44.2,0.509883307616669,6.256522143069086,12.482822528872415,398.621,9.714,71.98,4.3,0,0
COM,8.56,0,6.666666666674814e-4,6.666666666674814e-4,0.09855999999999909,0,NA,10,0,0,27.2,0.0590476190476147,0.01,0.01,2.464,0,NA,6,0,0
CPV,8.14,3.612880095641139,0,0,10,3.0839999999999996,3.1569230769230767,6.25,0,0,29.3,0.434696305648294,-40.17217210875195,-35.58353834097471,267.478,1.542,59.48,4.5,0,0
CRI,4.98,7.382363709398087,2.0123036249936446,0,10,10,2.884615384615384,3.5,0,0,45.1,0.687062418662457,30.184554374904664,-1.0214649434022756,428.786,5.412,61.25,3.4,0,0
CUB,6.959999999999999,5.439730491532212,0.25791382687518905,0.8739182808072332,4.22972,2.0440000000000005,0.9292307692307702,3.5,0,0,35.2,0.557003544705347,3.8687074031278366,13.108774212108498,105.743,1.022,73.96,3.4,0,0
CYP,5.3999999999999995,7.117698112223462,0,0,4.07092,2.283999999999999,0.8815384615384616,3.25,0,0,43,0.669343114149826,-68.82473510262557,-70.83379242898405,101.773,1.142,74.27,3.3,0,0
CZE,3.5999999999999996,10,0,0,2.0159199999999995,2.4540000000000006,3.878461538461538,3.5,0,0,52,1,-63.12584734344304,-53.57944999026364,50.398,1.227,54.79,3.4,0,0
DEU,0.7999999999999989,4.389309674192852,0,0,2.4202399999999997,3.604000000000001,1.9553846153846148,0.5,0,0,66,0.486678098075567,-20.620411894084384,-49.72945626117471,60.506,1.802,67.29,2.2,0,0
DJI,9.36,2.3158793087217084,0,0,0.21976000000000084,0.28999999999999915,4.5200000000000005,8.75,0,0,23.2,0.347862383363396,-73.07692307692308,-56.851979170965784,5.494,0.145,50.62,5.5,0,0
DMA,9.2,0.6100284051331872,NA,NA,0,0,5.576923076923077,5.5,0,0,24,0.233656034157048,NA,NA,0,0,43.75,4.2,0,0
DNK,0,3.564452771041399,0,0.02527815128723887,6.78252,0.24600000000000044,3.556923076923076,0.25,10,0,70.4,0.431454106735873,-19.13329248593551,0.3791722693085928,169.563,0.123,56.88,2.1,10,0
DOM,6.340000000000001,4.956583433431737,0,3.6388423856911754,3.7083999999999993,0.5259999999999998,2.644615384615384,5.75,0,0,38.3,0.524656953617365,-30.30784937369929,54.58263578536763,92.71,0.263,62.81,4.3,0,0
DZA,9.28,5.418102503099674,0,0.3083080245509464,0.2306399999999993,0.30599999999999916,2.4446153846153855,4.75,0,0,23.6,0.555555555555556,-11.338190304979975,4.624620368264214,5.766,0.153,64.11,3.9,0,0
ECU,3.9800000000000004,7.106825956322959,0.18776470853435434,0,2.2911599999999996,5.426,0.9938461538461532,4.75,0,0,50.1,0.668615225662745,2.8164706280153102,-34.34374510601085,57.279,2.713,73.54,3.9,0,0
EGY,6.0200000000000005,6.418970539125132,0,0.2053758705322437,0.44759999999999955,0.9640000000000004,2.6769230769230763,4,0,0,39.9,0.622563454189215,-13.291995388065256,3.0806380579836583,11.19,0.482,62.6,3.6,0,0
ERI,9.52,0,0.5128205128205146,2.272197872742754,0.16755999999999993,0,4.2153846153846155,9.75,0,0,22.4,0.18571952622054,7.692307692307705,34.08296809114132,4.189,0,52.6,5.9,0,0
ESP,0.8199999999999985,0.03274848381817108,0,0,3.8517200000000003,1.7539999999999996,2.3153846153846143,2,0,0,65.9,0.195007268227491,-47.35540895407673,-22.118459427473002,96.293,0.877,64.95,2.8,0,0
EST,2.5999999999999996,10,0,0,4.6264400000000006,1.9380000000000006,5.816923076923077,2.5,0,0,57,1,-48.070955456955694,-41.390042100542416,115.661,0.969,42.19,3,0,0
ETH,5.88,5.885361054168175,0,0,0.12387999999999977,0.19599999999999973,5.481538461538462,9.75,0,0,40.6,0.586838414532693,-36.46960865945046,-30.905137265561304,3.097,0.098,44.37,5.9,0,0
FIN,0.2599999999999998,4.714772332476336,0,0,1.1509599999999995,0.8759999999999994,3.638461538461538,0.25,0,0,68.7,0.508467752685684,-4.921571087965871,-11.092119111725344,28.774,0.438,56.35,2.1,0,0
FJI,8.86,0,0,10,0.7904400000000003,0,3.0769230769230766,5.249999999999999,0,0,25.7,0.101932237818838,-100,225.2657590844997,19.761,0,60,4.1,0,0
FRA,0.35999999999999943,9.590943594003205,0,0,5.67444,3.6020000000000003,2.7323076923076917,2.5,0,0,68.2,0.834926364462594,-35.47215993854015,-198.74348295595505,141.861,1.801,62.24,3,0,0
FSM,7.44,NA,NA,NA,0,0,NA,NA,0,0,32.8,NA,NA,NA,0,0,NA,NA,0,0
GAB,10,5.978816524918553,5.902429975885735,0,0.5468399999999995,0.38599999999999923,3.2692307692307683,7.5,0,0,20,0.593095238095238,88.53644963828602,-32.61794141079203,13.671,0.193,58.75,5,0,0
GBR,0,3.84053277174229,0,0,1.55612,0.2400000000000002,1.723076923076924,1.5,10,0,77.9,0.449937603096901,-37.450722733245726,-4.397744816820125,38.903,0.12,68.8,2.6,10,0
GEO,3.5999999999999996,5.38763608038849,0.8882407114365307,0,8.7852,10,3.10923076923077,5,0,0,52,0.553515835141596,13.32361067154796,-20.052786663853954,219.63,5.694,59.79,4,0,0
GHA,6.9,4.922767583196153,0,0,0.049120000000000275,0,5.16,6.75,0,0,35.5,0.522392989754761,-100,-24.096947998385374,1.228,0,46.46,4.7,0,0
GIN,7.459999999999999,3.398109494263756,3.5897435897435894,0,0.0639599999999998,0.13000000000000078,3.333846153846154,10,10,0,32.7,0.42031746031746,53.84615384615385,-26.179111122103233,1.599,0.065,58.33,6,10,0
GMB,7.16,0.5163784945122334,10,1.8806369609062514,0.05200000000000138,0.3539999999999992,5.047692307692308,9.25,0,0,34.2,0.227386192887204,222.81679672984026,28.20955441359378,1.3,0.177,47.19,5.7,0,0
GNB,10,NA,6.666666666674814e-4,6.666666666674814e-4,0.029040000000000177,0,NA,10,0,0,20,NA,0.01,0.01,0.726,0,NA,6.2,0,0
GNQ,10,NA,6.666666666674814e-4,6.666666666674814e-4,0.1629200000000015,0,NA,9.75,0,0,16.2,NA,0.01,0.01,4.073,0,NA,5.9,0,0
GRC,3.24,4.512378440648886,0,0,6.31896,8.608,1.1215384615384636,3.25,0,0,53.8,0.49491752538349,-27.555809277120748,-13.806512061892237,157.974,4.304,72.71,3.3,0,0
GRD,8.5,NA,6.666666666674814e-4,6.666666666674814e-4,0,0,NA,4,0,0,27.5,NA,0.01,0.01,0,0,NA,3.6,0,0
GTM,7.459999999999999,6.072922757180111,0,0,1.9421199999999992,1.8819999999999997,4.070769230769232,7,0,0,32.7,0.599395630000268,-24.522826208282172,-3.792562533580705,48.553,0.941,53.54,4.8,0,0
GUY,7.66,0.587505008907792,0.8808953854634822,0.3485978623153567,6.61832,9.808,0.8015384615384598,4.25,0,0,31.7,0.232148097649104,13.21343078195224,5.228967934730356,165.458,4.904,74.79,3.7,0,0
HND,8.48,6.324727907550919,0,0.567332589608311,3.050799999999999,4.788,1.3461538461538467,7.250000000000001,0,0,27.6,0.616253930379691,-36.989610062458176,8.509988844124692,76.27,2.394,71.25,4.9,0,0
HRV,3.3400000000000007,5.111687997485276,0,0,3.6246,10,4.086153846153846,3.75,0,0,53.3,0.535041170648603,-41.44349731795952,-60.41749435932688,90.615,5.324,53.44,3.5,0,0
HTI,7.699999999999999,1.7013187538184766,4.345520132592374,10,0.22000000000000064,0.40000000000000036,5.336923076923076,10,0,0,31.5,0.30671768707483,65.18280198888561,290.63005514896014,5.5,0.2,45.31,6.6,0,0
HUN,3.1999999999999993,10,0,0,1.6272800000000007,8.104,1.5707692307692298,3.5,0,0,54,1,-56.01900464719765,-57.47792318331737,40.682,4.052,69.79,3.4,0,0
IDN,2.6799999999999997,4.677211459538965,0,0.21839096236065458,0.8064400000000003,1.0660000000000007,2.027692307692309,6.000000000000001,0,0,56.6,0.505953060362834,-2.4946295534530902,3.2758644354098116,20.161,0.533,66.82,4.4,0,0
IND,4.699999999999999,4.415726992241089,0.29280220617243913,0,6.30832,5.706,1.081538461538461,6.499999999999999,0,0,46.5,0.488446731807721,4.392033092586586,-34.18965917770192,157.708,2.853,72.97,4.6,0,0
IRL,2.1999999999999993,4.168035739136462,0,0,2.89428,0,0.11230769230769333,2.5,0,0,59,0.471863855960883,-88.66544058851751,-10.866578866671029,72.357,0,79.27,3,0,0
IRN,6.459999999999999,5.506086224956361,0,0,4.84572,4.728,2.596923076923078,4.25,0,0,37.7,0.561446046712609,-32.025760800464354,-33.600544123821436,121.143,2.364,63.12,3.7,0,0
IRQ,8.84,5.770612810382412,0,0,4.286440000000001,1.3279999999999994,2.1307692307692294,7,0,0,25.8,0.579156044418726,-8.291672171270847,-20.459719347624066,107.161,0.664,66.15,4.8,0,0
ISL,4.740000000000001,0,6.666666666674814e-4,6.666666666674814e-4,0,0,3.9738461538461536,1.5,0,0,46.3,0.0892703386434036,0.01,0.01,0,0,54.17,2.6,0,0
ISR,4.540000000000001,10,4.303210339795706,0,0.1036400000000004,0.33000000000000007,3.092307692307692,1.75,0,0,47.3,0.934261202300882,64.5481550969356,-38.59091263346582,2.591,0.165,59.9,2.7,0,0
ITA,2.759999999999999,9.463058528145696,0,0,2.6188000000000002,4.646,0.27999999999999936,3,0,0,56.2,0.826364486950981,-35.594978825023595,-48.57246362713412,65.47,2.323,78.18,3.2,0,0
JAM,8.2,5.014736990300707,4.940342192476624,0,0.9803200000000007,3.184,0.9615384615384617,5.249999999999999,0,0,29,0.528550321677491,74.10513288714937,-29.43783638414359,24.508,1.592,73.75,4.1,0,0
JOR,5.58,10,0,0.45227271473416586,4.26032,3.5839999999999996,3.3661538461538463,5.75,0,0,42.1,1,-35.43731472886786,6.784090721012478,106.508,1.792,58.12,4.3,0,0
JPN,2.040000000000001,4.951995548884098,1.9753830090556814,0,1.33704,1.548,3.5892307692307686,0.75,0,0,59.8,0.524349795738758,29.630745135835205,-17.233754030807134,33.426,0.774,56.67,2.3,0,0
KAZ,5.859999999999999,5.581496734211254,0,0,4.20004,0.3960000000000008,4.695384615384616,2.75,0,0,40.7,0.566494764004182,-20.119492158327116,-13.921728060838658,105.001,0.198,49.48,3.1,0,0
KEN,4.58,6.432996330919787,0,0,0.2997999999999994,0.3620000000000001,2.1476923076923073,9,10,0,47.1,0.623502477917623,-43.591931857346836,-14.77923665168449,7.495,0.181,66.04,5.6,10,0
KGZ,4.140000000000001,2.9006619412876073,1.4630882492235937,0,1.7543600000000001,2.2780000000000005,3.2046153846153844,4.5,0,0,49.3,0.387013454189184,21.946323738353907,-11.913605260643672,43.859,1.139,59.17,3.8,0,0
KHM,6.159999999999999,2.824743420324629,0,0,1.346960000000001,0.5120000000000005,2.6846153846153857,7.250000000000001,0,0,39.2,0.381930725623582,-6.282011577768776,-18.3498051982191,33.674,0.256,62.55,4.9,0,0
KIR,10,NA,NA,NA,0.04784000000000077,0,9.583076923076923,9.75,0,0,19.2,NA,NA,NA,1.196,0,17.71,5.9,0,0
KNA,8.76,NA,NA,NA,1.933679999999999,0,NA,3.25,0,0,26.2,NA,NA,NA,48.342,0,NA,3.3,0,0
KOR,10,3.7277534683119464,0,0.010202247864079084,0.4703600000000012,0.13400000000000034,3.1569230769230767,2.25,0,0,17.5,0.442387053114063,-17.19883889695211,0.15303371796120704,11.759,0.067,59.48,2.9,0,0
KWT,4.779999999999999,8.128980355918356,0,0,10,2.944,3.4461538461538455,4.75,0,0,46.1,0.7370482417355,-32.46137141902615,-4.559674802644849,278.919,1.472,57.6,3.9,0,0
LAO,5.38,0.6755045016779597,0,0,0.11308000000000007,0,0,6.499999999999999,10,0,43.1,0.238039644665405,-100,-42.307730070245896,2.827,0,80.52,4.6,10,0
LBN,5.38,10,0,0,1.802480000000001,1.968,2.6769230769230763,7.5,0,0,43.1,1,-49.66494780258443,-40.672829033525176,45.062,0.984,62.6,5,0,0
LBR,6.9799999999999995,2.1581372599665976,6.666666666674814e-4,6.666666666674814e-4,0.03615999999999886,0.05599999999999916,5.272307692307693,10,0,0,35.1,0.337301587301587,0.01,0.01,0.904,0.028,45.73,6.2,0,0
LBY,8.86,6.863511254097826,0,0,1.5160400000000003,0.5399999999999991,3.878461538461538,5.75,0,0,25.7,0.65232535895112,-42.28928965771072,-3.3969644747684367,37.901,0.27,54.79,4.3,0,0
LCA,6.94,NA,7.692307692307693,0,2.4583600000000008,0,NA,4.75,0,0,35.3,NA,115.3846153846154,-2.3467404055639243,61.459,0,NA,3.9,0,0
LIE,5.300000000000001,3.5261372201759125,0,0,1.7980400000000003,0,3.1569230769230767,0,0,0,43.5,0.42888888888889,-100,-51.04897141451753,44.951,0,59.48,1.9,0,0
LKA,7.220000000000001,3.800263619477561,4.322510807957885,2.152359062680686,5.35716,3.2959999999999994,0,5.75,0,0,33.9,0.447241592058589,64.83766211936826,32.285385940210304,133.929,1.648,82.4,4.3,0,0
LSO,7.96,1.4836208151147172,4.098720694009775,0.359682551925383,0.047999999999998266,0.8000000000000007,4.503076923076924,10,0,0,30.2,0.292142857142858,61.480810410146624,5.395238278880756,1.2,0.4,50.73,6,0,0
LTU,3,10,0,0,8.69436,7.766,1.281538461538462,2,0,0,55,0.882696120570234,-3.011187084841583,-37.86063892642426,217.359,3.883,71.67,2.8,0,0
LUX,5.240000000000001,7.5422609435827095,0,0,2.5925199999999995,1.8260000000000005,3.172307692307692,3,0,0,43.8,0.697767503922841,-24.609991910943325,-48.12962667355583,64.813,0.913,59.38,3.2,0,0
LVA,1.42,10,0,0,7.46472,8.18,3.172307692307692,3.5,0,0,62.9,0.864632392022289,-1.5196120983643269,-34.0155156204816,186.618,4.09,59.38,3.4,0,0
MAR,5.26,5.183743227198273,0,0.43192466663325746,0.3144399999999994,0.19400000000000084,3.0769230769230766,5.75,0,0,43.7,0.539865252700226,-34.485738980121006,6.478869999498854,7.861,0.097,60,4.3,0,0
MDA,5.42,10,0,0,0.8584399999999999,2.266,2.115384615384616,6.000000000000001,0,0,42.9,0.922375021003542,-51.70931285207494,-44.06327025517131,21.461,1.133,66.25,4.4,0,0
MDG,5.9799999999999995,0.5567080453798976,0,0,0.12031999999999954,0.40199999999999925,2.707692307692308,10,0,0,40.1,0.230086247598925,-24.107160964529793,-54.50918542575655,3.008,0.201,62.4,6.2,0,0
MDV,7.24,NA,10,3.4134668705379543,10,10,NA,5,0,0,33.8,NA,234.41295546558703,51.20200305806932,2680.114,9.779,NA,4,0,0
MEX,2.4800000000000004,6.817695312319003,0,0,0.6928000000000001,3.5039999999999996,4.96,4.25,0,0,57.6,0.649257991554003,-17.148268216737463,-10.006611956900553,17.32,1.752,47.76,3.7,0,0
MHL,10,NA,NA,NA,0,0,NA,8.5,0,0,18.2,NA,NA,NA,0,0,NA,5.4,0,0
MKD,6.18,NA,0,0,0.6363199999999996,10,NA,4.25,0,0,39.1,NA,-39.44353518821604,-67.79698996849338,15.908,7.131,NA,3.7,0,0
MLI,8.2,2.1346624042717233,0,0,0.009320000000000661,0.02800000000000047,5.24,9.25,0,0,29,0.335729950787858,-83.56098729930507,-66.0976606394933,0.233,0.014,45.94,5.7,0,0
MLT,6.540000000000001,10,0,0,0.3753200000000003,1.2940000000000005,1.7307692307692317,5.249999999999999,0,0,37.3,1,-46.15384615384615,-72.78084401800119,9.383,0.647,68.75,4.1,0,0
MMR,5.32,0,3.0389363722697063,5.809662725830392,0.02427999999999919,0,1.5061538461538468,7,0,0,43.4,0.186232526040507,45.58404558404559,87.14494088745587,0.607,0,70.21,4.8,0,0
MNE,5.26,NA,0,0,3.44824,4.093999999999999,NA,4.25,0,0,43.7,NA,-61.16091476091475,-36.56482198106843,86.206,2.047,NA,3.7,0,0
MNG,4.1000000000000005,1.071365610468094,0,0,8.02684,2.0039999999999996,2.804615384615384,4.25,0,0,49.5,0.26454246031746,-30.600818801612938,-22.82521314673785,200.671,1.002,61.77,3.7,0,0
MOZ,8.379999999999999,4.643934979550246,0,0,0.026680000000000703,0.05400000000000027,2.4353846153846153,10,0,0,28.1,0.503725207221651,-28.20512820512821,-24.324324324324326,0.667,0.027,64.17,6.2,0,0
MRT,8.5,3.322826885272491,10,3.9983240049487145,0.4092400000000005,0.30799999999999983,5.319999999999999,9.5,0,0,27.5,0.415277305920886,169.23076923076923,59.974860074230726,10.231,0.154,45.42,5.8,0,0
MUS,7.02,0.14091987868055966,6.666666666674814e-4,6.666666666674814e-4,0.23812000000000033,0,0.5446153846153852,4.25,0,0,34.9,0.202249319727891,0.01,0.01,5.953,0,76.46,3.7,0,0
MWI,8.4,7.620129224554481,0,0,0.015839999999998966,0.013999999999999346,5.015384615384615,9.25,0,0,28,0.702980768499512,-78.544061302682,-8.165160854513202,0.396,0.007,47.4,5.7,0,0
MYS,1.5599999999999987,3.1330888501105676,8.534400790086101,3.9439448070303538,8.637279999999999,3.46,0,3,0,0,62.2,0.402574385486372,128.01601185129152,59.15917210545531,215.932,1.73,80,3.2,0,0
NAM,6.879999999999999,6.902950291795072,3.8712904581757046,2.8879012754130358,4.66872,6.296,5.993846153846154,7.749999999999999,0,0,35.6,0.654965793998602,58.069356872635566,43.318519131195544,116.718,3.148,41.04,5.1,0,0
NER,7.56,0.6595010359389537,0,0,0.01063999999999865,0,6.938461538461539,10,0,0,32.2,0.236968216093977,-100,-12.074338704773497,0.266,0,34.9,6.2,0,0
NGA,6.440000000000001,6.539848730470283,4.82051282051282,0.23895824942945332,0.008040000000001157,0.006000000000000227,5.287692307692307,9.75,10,0,37.8,0.630656222967046,72.30769230769229,3.584373741441799,0.201,0.003,45.63,5.9,10,0
NIC,5.38,6.300664002558811,0.5128205128205128,2.4223581720322276,0.11299999999999955,0.04400000000000048,9.71076923076923,6.499999999999999,0,0,43.1,0.614642857142859,7.692307692307683,36.33537258048341,2.825,0.022,16.88,4.6,0,0
NLD,0,8.699613382494643,0,0,7.369439999999999,1.468,2.6769230769230763,1.25,0,0,75.6,0.775251999499295,-35.07493680028892,-44.02507403410254,184.236,0.734,62.6,2.5,0,0
NOR,1.0800000000000018,3.8379291462456457,0,0,3.4509599999999994,0.10599999999999987,2.8769230769230774,0,0,0,64.6,0.44976329093278,-46.18628359592215,-0.5013906880993503,86.274,0.053,61.3,1.9,0,0
NPL,6.9799999999999995,5.786074364205672,5.119960356298839,0,10,10,0.5446153846153852,7.749999999999999,0,0,35.1,0.580191192104551,76.7994053444826,-5.135049991072024,262.854,5.413,76.46,5.1,0,0
NRU,9.84,NA,NA,NA,NA,NA,NA,8,0,0,20.8,NA,NA,NA,NA,NA,NA,5.2,0,0
NZL,3.1999999999999993,0,6.666666666674814e-4,6.666666666674814e-4,0.009479999999999933,0,6.473846153846154,0.25,0,0,54,0.116100155614712,0.01,0.01,0.237,0,37.92,2.1,0,0
OMN,5.38,4.460324148955447,1.39730400110831,1.7354552482544587,5.7930399999999995,3.58,1.2661538461538466,2.5,0,0,43.1,0.491432501808262,20.959560016624625,26.03182872381689,144.826,1.79,71.77,3,0,0
PAK,6.9,7.393661205659452,0,0,0.5257199999999997,0.6699999999999999,2.0430769230769226,8.25,0,0,35.5,0.687818783594743,-18.72278664731495,-14.618183625411705,13.143,0.335,66.72,5.3,0,0
