Country,Fr_FCS_Normalised,Fr_REIGN_Normalised,Fr_Displaced_UNHCR_Normalised,Fr_BRD_Normalised,Fr_FCV_status_raw,Fr_pol_trigger_raw,Fr_z_idps_raw,Fr_fatal_z_raw
LCA,0,0,0,NA,NA,Not Fragile,0,NA
LIE,0,0,NA,NA,NA,Not Fragile,NA,NA
LKA,0,0,0,0,NA,Not Fragile,-1.525912797512429,-1.1344297156885275
LSO,0,0,0,0,NA,Not Fragile,0,-0.2678062743546765
LTU,0,0,0,0,NA,Not Fragile,0,NaN
LUX,0,0,NA,0,NA,Not Fragile,NA,NaN
LVA,0,0,0,0,NA,Not Fragile,0,NaN
MAR,0,0,0,10,NA,Not Fragile,0,2.22288240554015
MDA,0,0,0,0,NA,Not Fragile,0,NaN
MDG,0,0,0,5.730511217706885,NA,Not Fragile,0,0.14610224354137713
MDV,0,0,0,NA,NA,Not Fragile,0,NA
MEX,0,0,0,1.9338332910624114,NA,Not Fragile,0,-0.6132333417875178
MHL,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
MKD,0,0,0,0,NA,Not Fragile,0,-0.2888921020321278
MLI,10,10,10,5.5175921973666755,Medium-Intensity conflict,Fragile,1.7496008717811562,0.10351843947333515
MLT,0,0,0,0,NA,Not Fragile,0,NaN
MMR,10,0,0,10,Medium-Intensity conflict,Not Fragile,-1.3479267734110076,2.1824734317291634
MNE,0,0,0,0,NA,Not Fragile,0,-0.2869225690880823
MNG,0,0,0,0,NA,Not Fragile,0,-0.2888921020321278
MOZ,10,0,10,6.980254036652368,Medium-Intensity conflict,Not Fragile,2.0302800767022235,0.3960508073304736
MRT,0,0,0,0,NA,Not Fragile,0,-0.9444730356567677
MUS,0,0,0,NA,NA,Not Fragile,0,NA
MWI,0,0,0,6.312507220197167,NA,Not Fragile,0,0.2625014440394335
MYS,0,0,0,0,NA,Not Fragile,0,-0.40389245368498805
NAM,0,0,0,0,NA,Not Fragile,0,0.8473229077553441
NER,10,0,10,10,Medium-Intensity conflict,Not Fragile,1.0633786943397732,1.0892524434373194
NGA,10,0,6.099471707998688,10,Medium-Intensity conflict,Not Fragile,0.6099471707998688,1.5419620316621385
NIC,0,0,0,0,NA,Not Fragile,0,-0.6286385752666059
NLD,0,0,0,0,NA,Not Fragile,0,-0.5032362797401965
NOR,0,0,0,0,NA,Not Fragile,0,-0.5032362797401965
NPL,0,0,0,0,NA,Not Fragile,0,-1.7070574885145602
NRU,0,0,NA,NA,NA,Not Fragile,NA,NA
NZL,0,0,0,NA,NA,Not Fragile,0,NA
OMN,0,0,0,NA,NA,Not Fragile,0,NA
PAK,0,0,0,6.591852508018096,NA,Not Fragile,-0.8077564707857695,0.3183705016036193
PAN,0,0,0,0,NA,Not Fragile,0,0.57573243635769
PER,0,0,0,0,NA,Not Fragile,0,-2.6034646727818838
PHL,0,0,3.783154163482161,0.828442659249939,NA,Not Fragile,0.378315416348216,-0.8343114681500122
PLW,0,0,NA,NA,NA,Not Fragile,NA,NA
PNG,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
POL,0,0,0,0,NA,Not Fragile,0,NaN
PRK,0,0,0,10,NA,Not Fragile,0,1.9237912475690586
PRT,0,0,0,0,NA,Not Fragile,0,-0.8345229603962803
PRY,0,0,0,10,NA,Not Fragile,0,1.4815660541665194
QAT,0,0,0,NA,NA,Not Fragile,0,NA
ROU,0,0,0,NA,NA,Not Fragile,0,NA
RUS,0,0,0,0,NA,Not Fragile,0,-2.0540830637093244
RWA,0,0,0,6.591083634586898,NA,Not Fragile,0,0.31821672691737957
SAU,0,0,0,0,NA,Not Fragile,0,-1.8678154933440094
SDN,10,0,0,10,High-Institutional and Social Fragility,Not Fragile,-0.6802960174817637,1.0305817182459651
SEN,0,0,0,10,NA,Not Fragile,0,1.7026166553735351
SGP,0,0,0,NA,NA,Not Fragile,0,NA
SLB,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
SLE,0,0,0,0,NA,Not Fragile,0,-0.13942639395476014
SLV,0,0,9.128624175582221,2.424701835568052,NA,Not Fragile,0.9128624175582222,-0.5150596328863897
SOM,10,10,10,0,High-Intensity conflict,Fragile,1.1058660653314456,-1.0810553252163726
SRB,0,0,0,0,NA,Not Fragile,-1.2133253527253185,-0.6370697692145918
SSD,10,10,0,5.017327021695882,Medium-Intensity conflict,Fragile,-1.1191873352362511,0.0034654043391763693
STP,0,0,0,NA,NA,Not Fragile,0,NA
SUR,0,0,0,0,NA,Not Fragile,0,-0.6291592542783964
SVK,0,0,0,0,NA,Not Fragile,0,NaN
SVN,0,0,0,0,NA,Not Fragile,0,NaN
SWE,0,0,0,0,NA,Not Fragile,0,-0.5032362797401965
SWZ,0,0,0,NA,NA,Not Fragile,0,NA
SYC,0,0,0,NA,NA,Not Fragile,0,NA
SYR,10,10,0,0,High-Intensity conflict,Fragile,-0.6127617146657469,-1.3465850496894878
TCD,10,0,10,10,Medium-Intensity conflict,Not Fragile,1.0277231751881997,2.28792236382193
TGO,0,0,0,0,NA,Not Fragile,0,-0.408593294621007
THA,0,0,0,0.6129129369684456,NA,Not Fragile,0,-0.8774174126063107
TJK,0,0,0,9.267577050438367,NA,Not Fragile,0,0.8535154100876735
TKM,0,0,0,NA,NA,Not Fragile,0,NA
TLS,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
TON,0,0,0,NA,NA,Not Fragile,0,NA
TTO,0,0,0,0.21832692915526408,NA,Not Fragile,0,-0.9563346141689474
TUN,0,0,0,9.75515448822749,NA,Not Fragile,0,0.9510308976454978
TUR,0,0,0,0,NA,Not Fragile,0,-1.4957288591706832
TUV,10,0,NA,NA,High-Institutional and Social Fragility,Not Fragile,NA,NA
TZA,0,0,0,0,NA,Not Fragile,0,-0.1031242646520328
UGA,0,0,0,10,NA,Not Fragile,0,1.5414471319916991
UKR,0,0,0,3.2201352034994635,NA,Not Fragile,-1.3430592757424988,-0.35597295930010725
URY,0,0,0,0,NA,Not Fragile,0,-0.49509884067312965
USA,0,0,0,10,NA,Not Fragile,0,1.5101844631703796
UZB,0,0,0,0,NA,Not Fragile,0,-1.0268425165477013
VCT,0,0,0,NA,NA,Not Fragile,0,NA
VEN,10,0,0,0,High-Institutional and Social Fragility,Not Fragile,0,-1.270176848133141
VNM,0,0,0,NA,NA,Not Fragile,0,NA
VUT,0,0,NA,NA,NA,Not Fragile,NA,NA
WSM,0,0,NA,NA,NA,Not Fragile,NA,NA
YEM,10,0,10,4.360200071002262,Medium-Intensity conflict,Not Fragile,1.4237931816051559,-0.12795998579954768
ZAF,0,0,0,10,NA,Not Fragile,0,1.9268155574277799
ZMB,0,0,0,0,NA,Not Fragile,0,-0.5255380442174133
ZWE,10,0,10,0,High-Institutional and Social Fragility,Not Fragile,2.041241452319315,-0.4758110701874858
