Country,Fr_FCS_Normalised,Fr_REIGN_Normalised,Fr_Displaced_UNHCR_Normalised,Fr_BRD_Normalised,Fr_FCV_status_raw,Fr_pol_trigger_raw,Fr_z_idps_raw,Fr_fatal_z_raw
CMR,10,0,10,4.544367194044803,Medium-Intensity conflict,Not Fragile,1.6019556492212326,-0.09112656119103942
COD,10,0,10,7.989889537940662,Medium-Intensity conflict,Not Fragile,1.1418064842375164,0.5979779075881323
COG,10,0,10,0,High-Institutional and Social Fragility,Not Fragile,1.0122623397775035,-0.6506557645521419
COL,0,0,9.256171655313933,10,NA,Not Fragile,0.9256171655313933,2.087707761814959
COM,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
CPV,0,0,0,NA,NA,Not Fragile,0,NA
CRI,0,0,0,0,NA,Not Fragile,0,-0.9104653047996105
CUB,0,0,0,0,NA,Not Fragile,0,-0.6444239019087225
CYP,0,0,NA,0,NA,Not Fragile,NA,-0.4272771810823557
CZE,0,0,0,0,NA,Not Fragile,0,NA
DEU,0,0,0,0,NA,Not Fragile,0,-0.6903478881652041
DJI,0,0,0,0,NA,Not Fragile,0,-0.7242557999866001
DMA,0,0,0,0,NA,Not Fragile,0,-0.43461349368017654
DNK,0,0,0,0,NA,Not Fragile,0,-0.5032362797401965
DOM,0,0,0,0,NA,Not Fragile,0,-1.574439261641737
DZA,0,0,0,0,NA,Not Fragile,0,-1.9815157636547305
ECU,0,0,0,0,NA,Not Fragile,0,-1.677542415497772
EGY,0,0,0,0,NA,Not Fragile,0,-2.2273709621029467
ERI,10,0,0,0,High-Institutional and Social Fragility,Not Fragile,0,-0.6405126152203485
ESP,0,0,0,0,NA,Not Fragile,0,-0.5032362797401965
EST,0,0,0,0,NA,Not Fragile,0,NA
ETH,0,0,7.504902060320009,10,NA,Not Fragile,0.7504902060320009,1.5768357062358425
FIN,0,0,NA,0,NA,Not Fragile,NA,-0.5032362797401965
FJI,0,0,0,NA,NA,Not Fragile,0,NA
FRA,0,0,0,0,NA,Not Fragile,0,0.7395562722107979
FSM,10,NA,NA,NA,High-Institutional and Social Fragility,NA,NA,NA
GAB,0,0,0,0,NA,Not Fragile,0,0.9395155849830105
GBR,0,NA,0,0,NA,NA,0,0.11413726416674376
GEO,0,0,10,0,NA,Not Fragile,1.2471388556013376,-0.8567126921254177
GHA,0,0,0,0,NA,Not Fragile,0,-1.426026924674363
GIN,0,0,0,5.755709147614452,NA,Not Fragile,0,0.15114182952289038
GMB,10,10,0,0,High-Institutional and Social Fragility,Fragile,0,-0.8012336167697754
GNB,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
GNQ,0,0,0,NA,NA,Not Fragile,0,NA
GRC,0,0,0,0,NA,Not Fragile,0,0.5138677004796817
GRD,0,0,0,0,NA,Not Fragile,0,NA
GTM,0,0,0,0,NA,Not Fragile,0,-2.5458259219100894
GUY,0,0,0,0,NA,Not Fragile,0,-0.7159684345607732
HND,0,0,10,2.4207690964611084,NA,Not Fragile,1.0915648462872956,-0.5158461807077783
HRV,0,0,0,5,NA,Not Fragile,0,1.9108416442692693
HTI,10,10,0,9.723383515284599,High-Institutional and Social Fragility,Fragile,0,0.9446767030569196
HUN,0,0,0,0,NA,Not Fragile,0,NA
IDN,0,0,0,3.303634824744252,NA,Not Fragile,0,-0.3392730350511495
IND,0,0,0,0,NA,Not Fragile,0,-1.2795318648390797
IRL,0,0,NA,0,NA,Not Fragile,NA,NA
IRN,0,0,0,6.15259329363224,NA,Not Fragile,0,0.230518658726448
IRQ,10,10,0,0,Medium-Intensity conflict,Fragile,-1.2855425812055121,-1.2289384268781824
ISL,0,0,0,0,NA,Not Fragile,0,-0.5838742081211421
ISR,0,0,0,5,NA,Not Fragile,0,1.0379338308275619
ITA,0,0,0,0,NA,Not Fragile,0,NA
JAM,0,0,0,6.3010616427392385,NA,Not Fragile,0,0.26021232854784765
JOR,0,0,0,0,NA,Not Fragile,0,-0.8211981563503457
JPN,0,0,0,0,NA,Not Fragile,0,NA
KAZ,0,0,0,0,NA,Not Fragile,0,-0.7415046314031613
KEN,0,0,0,0,NA,Not Fragile,0,-2.651320772529778
KGZ,0,0,0,10,NA,Not Fragile,0,3.636288794515666
KHM,0,0,0,0,NA,Not Fragile,0,-0.4161246331628454
KIR,10,0,NA,NA,High-Institutional and Social Fragility,Not Fragile,NA,NA
KNA,0,0,0,NA,NA,Not Fragile,0,NA
KOR,0,0,0,0,NA,Not Fragile,0,NA
KWT,0,0,0,5,NA,Not Fragile,0,2.0957473279823353
LAO,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
LBN,10,0,0,3.94470644022317,High-Institutional and Social Fragility,Not Fragile,0,-0.21105871195536602
LBR,10,0,0,0,High-Institutional and Social Fragility,Not Fragile,0,-1.0969328345345737
LBY,10,10,6.422773190305634,0,High-Intensity conflict,Fragile,0.6422773190305634,-2.227914134428607
LCA,0,0,0,NA,NA,Not Fragile,0,NA
LIE,0,0,NA,NA,NA,Not Fragile,NA,NA
LKA,0,0,0,0,NA,Not Fragile,-1.525912797512429,-1.1344297156885275
LSO,0,0,0,0,NA,Not Fragile,0,-0.2678062743546765
LTU,0,0,0,0,NA,Not Fragile,0,NA
LUX,0,0,NA,0,NA,Not Fragile,NA,NA
LVA,0,0,0,0,NA,Not Fragile,0,NA
MAR,0,0,0,10,NA,Not Fragile,0,2.22288240554015
MDA,0,0,0,0,NA,Not Fragile,0,NA
MDG,0,0,0,5.730511217706885,NA,Not Fragile,0,0.14610224354137713
MDV,0,0,0,NA,NA,Not Fragile,0,NA
MEX,0,0,0,1.9558509313818337,NA,Not Fragile,0,-0.6088298137236332
MHL,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
MKD,0,0,0,0,NA,Not Fragile,0,-0.2888921020321278
MLI,10,10,10,5.5175921973666755,Medium-Intensity conflict,Fragile,1.7496008717811562,0.10351843947333515
MLT,0,0,0,0,NA,Not Fragile,0,NA
MMR,10,0,0,10,Medium-Intensity conflict,Not Fragile,-1.3479267734110076,2.1845468490503124
MNE,0,0,0,0,NA,Not Fragile,0,-0.2869225690880823
MNG,0,0,0,0,NA,Not Fragile,0,-0.2888921020321278
MOZ,10,0,10,6.979342444564033,Medium-Intensity conflict,Not Fragile,2.0302800767022235,0.39586848891280657
MRT,0,0,0,0,NA,Not Fragile,0,-0.9444730356567677
MUS,0,0,0,NA,NA,Not Fragile,0,NA
MWI,0,0,0,6.312507220197167,NA,Not Fragile,0,0.2625014440394335
MYS,0,0,0,0,NA,Not Fragile,0,-0.40389245368498805
NAM,0,0,0,0,NA,Not Fragile,0,0.8473229077553441
NER,10,0,10,10,Medium-Intensity conflict,Not Fragile,1.0633786943397732,1.0892524434373194
NGA,10,0,6.099471707998688,10,Medium-Intensity conflict,Not Fragile,0.6099471707998688,1.552658206468282
NIC,0,0,0,0,NA,Not Fragile,0,-0.6286385752666059
NLD,0,0,0,0,NA,Not Fragile,0,-0.5032362797401965
NOR,0,0,0,0,NA,Not Fragile,0,-0.5032362797401965
NPL,0,0,0,0,NA,Not Fragile,0,-1.695887743813557
NRU,0,0,NA,NA,NA,Not Fragile,NA,NA
NZL,0,0,0,NA,NA,Not Fragile,0,NA
OMN,0,0,0,NA,NA,Not Fragile,0,NA
PAK,0,0,0,6.591852508018096,NA,Not Fragile,-0.8077564707857695,0.3183705016036193
PAN,0,0,0,0,NA,Not Fragile,0,0.57573243635769
PER,0,0,0,0,NA,Not Fragile,0,-2.6034646727818838
PHL,0,0,3.783154163482161,0.828442659249939,NA,Not Fragile,0.378315416348216,-0.8343114681500122
PLW,0,0,NA,NA,NA,Not Fragile,NA,NA
PNG,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
POL,0,0,0,0,NA,Not Fragile,0,NA
PRK,0,0,0,10,NA,Not Fragile,0,1.9237912475690586
PRT,0,0,0,0,NA,Not Fragile,0,-0.8345229603962803
PRY,0,0,0,10,NA,Not Fragile,0,1.4815660541665194
QAT,0,0,0,0,NA,Not Fragile,0,NA
ROU,0,0,0,NA,NA,Not Fragile,0,NA
RUS,0,0,0,0,NA,Not Fragile,0,-2.0540830637093244
RWA,0,0,0,6.591083634586898,NA,Not Fragile,0,0.31821672691737957
SAU,0,0,0,0,NA,Not Fragile,0,-1.8678154933440094
SDN,10,0,0,10,High-Institutional and Social Fragility,Not Fragile,-0.6802960174817637,1.0358546708467524
SEN,0,0,0,10,NA,Not Fragile,0,1.7026166553735351
SGP,0,0,0,NA,NA,Not Fragile,0,NA
SLB,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
SLE,0,0,0,0,NA,Not Fragile,0,-0.13942639395476014
SLV,0,0,9.128624175582221,2.3636235699037815,NA,Not Fragile,0.9128624175582222,-0.5272752860192438
SOM,10,10,10,0,High-Intensity conflict,Fragile,1.1058660653314456,-1.0810553252163726
SRB,0,0,0,0,NA,Not Fragile,-1.2133253527253185,-0.6370697692145918
SSD,10,10,0,5.065683726331212,Medium-Intensity conflict,Fragile,-1.1191873352362511,0.013136745266242334
STP,0,0,0,NA,NA,Not Fragile,0,NA
SUR,0,0,0,0,NA,Not Fragile,0,-0.6291592542783964
SVK,0,0,0,0,NA,Not Fragile,0,NA
SVN,0,0,0,0,NA,Not Fragile,0,NA
SWE,0,0,0,0,NA,Not Fragile,0,-0.5032362797401965
SWZ,0,0,0,NA,NA,Not Fragile,0,NA
SYC,0,0,0,NA,NA,Not Fragile,0,NA
SYR,10,0,0,0,High-Intensity conflict,Not Fragile,-0.6127617146657469,-1.3465850496894878
TCD,10,0,10,10,Medium-Intensity conflict,Not Fragile,1.0277231751881997,2.28792236382193
TGO,0,0,0,0,NA,Not Fragile,0,-0.408593294621007
THA,0,0,0,0.6129129369684456,NA,Not Fragile,0,-0.8774174126063107
TJK,0,0,0,9.267577050438367,NA,Not Fragile,0,0.8535154100876735
TKM,0,0,0,NA,NA,Not Fragile,0,NA
TLS,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
TON,0,0,0,NA,NA,Not Fragile,0,NA
TTO,0,0,0,0.21832692915526408,NA,Not Fragile,0,-0.9563346141689474
TUN,0,0,0,9.75515448822749,NA,Not Fragile,0,0.9510308976454978
TUR,0,0,0,0,NA,Not Fragile,0,-1.30376346781549
TUV,10,0,NA,NA,High-Institutional and Social Fragility,Not Fragile,NA,NA
TZA,0,0,0,0,NA,Not Fragile,0,-0.1031242646520328
UGA,0,0,0,10,NA,Not Fragile,0,1.559731226703547
UKR,0,0,0,3.194429389730944,NA,Not Fragile,-1.3430592757424988,-0.3611141220538112
URY,0,0,0,0,NA,Not Fragile,0,-0.49509884067312965
USA,0,0,0,10,NA,Not Fragile,0,1.4805461625386735
UZB,0,0,0,0,NA,Not Fragile,0,-1.0268425165477013
VCT,0,0,0,NA,NA,Not Fragile,0,NA
VEN,10,0,0,0,High-Institutional and Social Fragility,Not Fragile,0,-1.270176848133141
VNM,0,0,0,NA,NA,Not Fragile,0,NA
VUT,0,0,NA,NA,NA,Not Fragile,NA,NA
WSM,0,0,NA,NA,NA,Not Fragile,NA,NA
YEM,10,0,10,4.36517284972234,Medium-Intensity conflict,Not Fragile,1.4237931816051559,-0.12696543005553212
ZAF,0,0,0,10,NA,Not Fragile,0,1.9033881755839812
ZMB,0,0,0,0,NA,Not Fragile,0,-0.5255380442174133
ZWE,10,0,10,0,High-Institutional and Social Fragility,Not Fragile,2.041241452319315,-0.4758110701874858
